YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,DT8,861,1829
2026-01,WEEKDAY,11,TRAIN,EW8/CC9,29299,43634
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,PE6,2536,3503
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,TE6,3781,7771
2026-01,WEEKDAY,7,TRAIN,DT24,16292,8183
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,TE26,940,641
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,7597,16403
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,PE1,1306,411
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW19,8955,9318
2026-01,WEEKDAY,0,TRAIN,NE5,113,67
2026-01,WEEKDAY,5,TRAIN,SW8,997,244
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT20,3094,3418
2026-01,WEEKDAY,14,TRAIN,CC25,4763,4886
2026-01,WEEKDAY,15,TRAIN,EW25,11336,10627
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,PE5,2702,2963
2026-01,WEEKDAY,10,TRAIN,EW20,12257,11537
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,TE24,1650,927
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,DT13,9314,6340
2026-01,WEEKDAY,10,TRAIN,DT13,7492,16227
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW15,10191,4347
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW8/CC9,25159,12827
2026-01,WEEKDAY,13,TRAIN,CC19/DT9,7231,6983
2026-01,WEEKDAY,16,TRAIN,DT22,9524,11487
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CC20,3204,2073
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE23,2059,1786
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC3,9,17
2026-01,WEEKDAY,5,TRAIN,NS25/EW13,706,908
2026-01,WEEKDAY,18,TRAIN,TE28,6095,13272
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,2599,3073
2026-01,WEEKDAY,20,TRAIN,EW24/NS1,120266,51486
2026-01,WEEKDAY,9,TRAIN,NS27/CE2/TE20,1475,28409
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT27,235,46
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW30,1,188
2026-01,WEEKDAY,6,TRAIN,BP5,4620,1514
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,EW17,8690,12424
2026-01,WEEKDAY,18,TRAIN,TE18,32530,22102
2026-01,WEEKDAY,13,TRAIN,NS13,43384,43472
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,DT34,2139,1229
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,TE1,318,1133
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,PE6,4017,3854
2026-01,WEEKDAY,7,TRAIN,BP10,12935,3036
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,DT33,848,6191
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,NE15,15422,8063
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC16,3874,2946
2026-01,WEEKDAY,10,TRAIN,EW8/CC9,23030,48088
2026-01,WEEKDAY,21,TRAIN,EW12/DT14,96034,28917
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,PW3,34,262
2026-01,WEEKDAY,22,TRAIN,NE4/DT19,46412,16750
2026-01,WEEKDAY,10,TRAIN,NE5,6834,21190
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,SW4,1882,1907
2026-01,WEEKDAY,20,TRAIN,NE15,10472,42244
2026-01,WEEKDAY,19,TRAIN,CC10/DT26,24940,26878
2026-01,WEEKDAY,11,TRAIN,NE7/DT12,28291,33527
2026-01,WEEKDAY,10,TRAIN,EW7,15264,9044
2026-01,WEEKDAY,23,TRAIN,TE11,1023,2372
2026-01,WEEKDAY,7,TRAIN,TE1,13261,19871
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NE8,17949,23809
2026-01,WEEKDAY,8,TRAIN,EW27,101186,86269
2026-01,WEEKDAY,10,TRAIN,NS3,21308,11576
2026-01,WEEKDAY,12,TRAIN,EW22,19052,18406
2026-01,WEEKDAY,11,TRAIN,CC23,10962,12959
2026-01,WEEKDAY,23,TRAIN,NE1/CC29,18079,3989
2026-01,WEEKDAY,15,TRAIN,SW5,7357,8390
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS2,13614,9595
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW31,2255,605
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW7,2963,9366
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW17,5470,11192
2026-01,WEEKDAY,17,TRAIN,TE22,4074,7561
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW17,28,558
2026-01,WEEKDAY,17,TRAIN,TE27,8141,10845
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE15,5552,6268
2026-01,WEEKDAY,18,TRAIN,PE4,2463,4057
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,BP5,976,947
2026-01,WEEKDAY,18,TRAIN,DT22,15110,29644
2026-01,WEEKDAY,22,TRAIN,NS11,12459,50476
2026-01,WEEKDAY,18,TRAIN,NE13,39016,66990
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NS19,11727,20052
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NS20,6124,3996
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,EW24/NS1,43123,43820
2026-01,WEEKDAY,7,TRAIN,CC19/DT9,9512,12031
2026-01,WEEKDAY,18,TRAIN,EW10,19747,36712
2026-01,WEEKDAY,15,TRAIN,CC7,5440,5909
2026-01,WEEKDAY,15,TRAIN,DT6,15571,8185
2026-01,WEEKDAY,9,TRAIN,TE1,4907,32986
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,DT21,6087,4803
2026-01,WEEKDAY,0,TRAIN,DT5,203,1548
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC17/TE9,1546,3139
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW6,2336,6832
2026-01,WEEKDAY,5,TRAIN,DT20,49,1
2026-01,WEEKDAY,19,TRAIN,DT30,5674,26698
2026-01,WEEKDAY,6,TRAIN,SW1,3439,4744
2026-01,WEEKDAY,17,TRAIN,DT20,13933,9694
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,BP7,571,405
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,TE4,3539,3080
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,CC3,5772,1027
2026-01,WEEKDAY,11,TRAIN,CC10/DT26,14544,9161
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,NE15,11281,12428
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,PW2,14,63
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,TE24,509,1073
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,16469,5396
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW31,503,1323
2026-01,WEEKDAY,5,TRAIN,DT13,705,94
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,EW5,15228,20240
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,CC20,3292,2578
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,EW25,7054,7140
2026-01,WEEKDAY,11,TRAIN,CC19/DT9,6294,7212
2026-01,WEEKDAY,11,TRAIN,NS25/EW13,25455,68788
2026-01,WEEKDAY,20,TRAIN,TE12,3437,2794
2026-01,WEEKDAY,13,TRAIN,TE8,10578,10364
2026-01,WEEKDAY,7,TRAIN,NE18,24790,10614
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,8369,2226
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS12,357,1703
2026-01,WEEKDAY,12,TRAIN,TE24,3688,2627
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT27,37,473
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,DT30,5760,1722
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,SE2,3451,1265
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,TE19,2436,1840
2026-01,WEEKDAY,18,TRAIN,BP4,3609,5351
2026-01,WEEKDAY,20,TRAIN,NS12,12511,33142
2026-01,WEEKDAY,6,TRAIN,EW5,39550,17202
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,CC12,5136,2996
2026-01,WEEKDAY,10,TRAIN,EW6,11338,6366
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW18,4663,7830
2026-01,WEEKDAY,14,TRAIN,EW2/DT32,50642,55906
2026-01,WEEKDAY,5,TRAIN,BP10,3464,340
2026-01,WEEKDAY,7,TRAIN,DT20,5917,13723
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,PE1,43,372
2026-01,WEEKDAY,5,TRAIN,TE26,470,27
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,EW33,2599,3566
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,SE4,96,976
2026-01,WEEKDAY,9,TRAIN,EW12/DT14,26122,115769
2026-01,WEEKDAY,7,TRAIN,BP6/DT1,146190,68720
2026-01,WEEKDAY,11,TRAIN,DT33,15001,5167
2026-01,WEEKDAY,22,TRAIN,SE5,515,2831
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,EW11,2739,3776
2026-01,WEEKDAY,12,TRAIN,TE23,2653,2387
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,NS16,20812,23065
2026-01,WEEKDAY,0,TRAIN,DT20,199,217
2026-01,WEEKDAY,5,TRAIN,NE18,2649,238
2026-01,WEEKDAY,21,TRAIN,SE5,692,3866
2026-01,WEEKDAY,6,TRAIN,TE13,813,3535
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW26,4472,18055
2026-01,WEEKDAY,15,TRAIN,CC3,7554,5746
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,BP4,716,703
2026-01,WEEKDAY,23,TRAIN,DT18,6790,1215
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,TE23,2307,1342
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,TE8,5289,3982
2026-01,WEEKDAY,6,TRAIN,BP8,3941,3155
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,CC2,2152,2045
2026-01,WEEKDAY,0,TRAIN,TE8,268,525
2026-01,WEEKDAY,9,TRAIN,NS16,65451,36713
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC6,45,17
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,DT2,1639,898
2026-01,WEEKDAY,12,TRAIN,DT4,2375,1399
2026-01,WEEKDAY,16,TRAIN,EW28,35486,24658
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,SE2,1133,3701
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,CC26,60,25
2026-01,WEEKDAY,20,TRAIN,CC14,3986,7959
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,SW7,1296,1228
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS3,147,1367
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,DT22,4701,8247
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT7,1753,1817
2026-01,WEEKDAY,15,TRAIN,EW18,16719,16659
2026-01,WEEKDAY,18,TRAIN,NE8,46822,77968
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,CC19/DT9,6411,4387
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW21/CC22,5184,10247
2026-01,WEEKDAY,17,TRAIN,DT28,30822,15062
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,BP7,16,103
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW5,94,1459
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,PE6,3801,3611
2026-01,WEEKDAY,17,TRAIN,CC4/DT15,55137,19784
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,TE18,690,1793
2026-01,WEEKDAY,6,TRAIN,SW7,5959,1079
2026-01,WEEKDAY,6,TRAIN,CC7,6306,2243
2026-01,WEEKDAY,8,TRAIN,TE11,12747,7376
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,CC11,8065,5942
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS20,8133,19060
2026-01,WEEKDAY,23,TRAIN,BP2,69,835
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,CC5,1555,2318
2026-01,WEEKDAY,22,TRAIN,SW8,568,1802
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,TE23,1885,2158
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW8/CC9,44030,33896
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,15514,10648
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,DT7,2018,1766
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,16032,11658
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,SW4,1248,462
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,CC24,216,3718
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NE13,15837,12844
2026-01,WEEKDAY,5,TRAIN,NS2,12447,3327
2026-01,WEEKDAY,7,TRAIN,PE2,21223,10456
2026-01,WEEKDAY,9,TRAIN,DT7,5582,5460
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS14,11645,18387
2026-01,WEEKDAY,13,TRAIN,SW1,3200,4770
2026-01,WEEKDAY,17,TRAIN,PE1,4201,6267
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS4/BP1,16477,9588
2026-01,WEEKDAY,11,TRAIN,NS20,39837,44021
2026-01,WEEKDAY,21,TRAIN,TE13,3487,3006
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1102,1029
2026-01,WEEKDAY,10,TRAIN,EW29,4271,6234
2026-01,WEEKDAY,10,TRAIN,CC3,1675,12135
2026-01,WEEKDAY,0,TRAIN,DT30,8,929
2026-01,WEEKDAY,5,TRAIN,TE23,113,15
2026-01,WEEKDAY,11,TRAIN,EW14/NS26,58865,53954
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW25,8619,6373
2026-01,WEEKDAY,12,TRAIN,TE15,9130,12739
2026-01,WEEKDAY,9,TRAIN,SW6,6115,1706
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,CE1/DT16,10744,28233
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW5,19763,11191
2026-01,WEEKDAY,0,TRAIN,PW7,61,273
2026-01,WEEKDAY,22,TRAIN,PE4,752,1668
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW20,37,224
2026-01,WEEKDAY,9,TRAIN,DT17,4030,135038
2026-01,WEEKDAY,6,TRAIN,EW31,6163,11750
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,32472,34526
2026-01,WEEKDAY,10,TRAIN,EW16/NE3/TE17,29145,41226
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,BP4,743,757
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS10,17755,17700
2026-01,WEEKDAY,5,TRAIN,EW19,3793,435
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,SW1,1628,1242
2026-01,WEEKDAY,18,TRAIN,CC26,28347,9806
2026-01,WEEKDAY,20,TRAIN,CC24,33860,6080
2026-01,WEEKDAY,10,TRAIN,NS8,22547,10223
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS7,17920,19277
2026-01,WEEKDAY,7,TRAIN,EW1,98466,34932
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NS9/TE2,26178,35655
2026-01,WEEKDAY,22,TRAIN,EW26,8384,40043
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,SE2,2665,3371
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,PW5,2431,751
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT25,2200,1992
2026-01,WEEKDAY,10,TRAIN,EW27,32243,30948
2026-01,WEEKDAY,6,TRAIN,EW3,20737,8604
2026-01,WEEKDAY,21,TRAIN,DT13,10736,10047
2026-01,WEEKDAY,16,TRAIN,SE3,2297,3981
2026-01,WEEKDAY,9,TRAIN,DT20,9072,12535
2026-01,WEEKDAY,19,TRAIN,DT7,6517,8748
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,BP12,600,48
2026-01,WEEKDAY,15,TRAIN,PW1,1965,2916
2026-01,WEEKDAY,18,TRAIN,CC24,111898,21799
2026-01,WEEKDAY,12,TRAIN,BP5,2398,1629
2026-01,WEEKDAY,23,TRAIN,BP6/DT1,3710,20796
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,NE16/STC,13468,24655
2026-01,WEEKDAY,16,TRAIN,EW20,16254,12393
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,PW6,476,917
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC12,3858,3551
2026-01,WEEKDAY,20,TRAIN,NE18,15057,11189
2026-01,WEEKDAY,18,TRAIN,CC5,15488,6841
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW23,10583,17832
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS16,538,4343
2026-01,WEEKDAY,16,TRAIN,BP4,14446,2632
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,DT22,4918,4138
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,TE19,2509,1731
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,DT6,3802,3205
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,SE4,1502,2183
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,BP11,2446,811
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS9/TE2,33332,43363
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NS11,11954,25921
2026-01,WEEKDAY,19,TRAIN,DT17,67959,6812
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2771,1456
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1885,1796
2026-01,WEEKDAY,7,TRAIN,CC5,2712,5341
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW11,11796,11130
2026-01,WEEKDAY,0,TRAIN,EW30,0,196
2026-01,WEEKDAY,21,TRAIN,TE1,9974,3459
2026-01,WEEKDAY,16,TRAIN,CC7,6452,6637
2026-01,WEEKDAY,22,TRAIN,DT27,3701,7588
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,CC23,2544,2545
2026-01,WEEKDAY,15,TRAIN,EW29,11764,5130
2026-01,WEEKDAY,7,TRAIN,TE14/NS22,15033,60817
2026-01,WEEKDAY,15,TRAIN,DT31,7457,7725
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS19,20066,22707
2026-01,WEEKDAY,22,TRAIN,TE22,4328,639
2026-01,WEEKDAY,7,TRAIN,TE6,44931,19956
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SW7,1263,1290
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC14,3062,3065
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,BP5,880,975
2026-01,WEEKDAY,21,TRAIN,NS14,19573,46864
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,58870,40806
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1672,1254
2026-01,WEEKDAY,23,TRAIN,TE26,2095,2591
2026-01,WEEKDAY,23,TRAIN,EW23,8730,15600
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NS2,2692,470
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,BP6/DT1,17786,18521
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2634,2796
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW22,965,920
2026-01,WEEKDAY,0,TRAIN,DT25,52,284
2026-01,WEEKDAY,21,TRAIN,DT3,2466,9338
2026-01,WEEKDAY,12,TRAIN,CC2,5049,5914
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,CC26,710,855
2026-01,WEEKDAY,17,TRAIN,SE1,7295,6882
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW31,5362,1361
2026-01,WEEKDAY,16,TRAIN,BP13,1205,1607
2026-01,WEEKDAY,14,TRAIN,TE14/NS22,70839,72237
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,TE24,25,120
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,BP2,1178,1029
2026-01,WEEKDAY,7,TRAIN,CC26,7209,22937
2026-01,WEEKDAY,21,TRAIN,NS15,14945,14557
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2931,3294
2026-01,WEEKDAY,17,TRAIN,BP2,2616,4492
2026-01,WEEKDAY,12,TRAIN,EW2/DT32,47670,47556
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,BP6/DT1,22812,12799
2026-01,WEEKDAY,15,TRAIN,EW7,10456,14649
2026-01,WEEKDAY,15,TRAIN,SW8,2303,2249
2026-01,WEEKDAY,22,TRAIN,EW8/CC9,30829,21691
2026-01,WEEKDAY,9,TRAIN,DT34,8839,6064
2026-01,WEEKDAY,21,TRAIN,TE18,17134,5145
2026-01,WEEKDAY,16,TRAIN,SE2,4036,7746
2026-01,WEEKDAY,11,TRAIN,CC3,4212,9695
2026-01,WEEKDAY,18,TRAIN,NE1/CC29,151217,87253
2026-01,WEEKDAY,13,TRAIN,EW8/CC9,49644,48299
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS14,586,2751
2026-01,WEEKDAY,21,TRAIN,BP5,1190,1975
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NS24/NE6/CC1,1159,2628
2026-01,WEEKDAY,15,TRAIN,NS13,40694,53860
2026-01,WEEKDAY,10,TRAIN,DT22,9367,10063
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,TE1,3708,3984
2026-01,WEEKDAY,10,TRAIN,CC20,4607,3181
2026-01,WEEKDAY,14,TRAIN,EW15,29464,28386
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,EW23,16017,16948
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW32,5989,3409
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS3,9855,11000
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,BP13,143,479
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,DT6,3480,2621
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,NE12/CC13,29182,19334
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,24303,17085
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,NS16,13040,25663
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NE12/CC13,22477,14812
2026-01,WEEKDAY,10,TRAIN,NS24/NE6/CC1,14236,32668
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS13,4645,16632
2026-01,WEEKDAY,9,TRAIN,TE11,7377,3306
2026-01,WEEKDAY,22,TRAIN,CC27,2447,539
2026-01,WEEKDAY,12,TRAIN,CC16,8134,4942
2026-01,WEEKDAY,14,TRAIN,CC23,10116,10641
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CC26,1390,1690
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,PW6,1169,791
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,SE3,1048,2209
2026-01,WEEKDAY,16,TRAIN,NS10,32650,43125
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,BP12,444,1062
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,CC11,3011,7518
2026-01,WEEKDAY,10,TRAIN,BP10,3190,2022
2026-01,WEEKDAY,22,TRAIN,NS18,4739,19699
2026-01,WEEKDAY,13,TRAIN,SE4,4063,3921
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,21591,20563
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,SW5,4235,4185
2026-01,WEEKDAY,16,TRAIN,NS19,37996,43682
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,CC20,1174,1500
2026-01,WEEKDAY,8,TRAIN,NE11,40109,27224
2026-01,WEEKDAY,18,TRAIN,BP3,4867,14677
2026-01,WEEKDAY,9,TRAIN,EW1,48789,13718
2026-01,WEEKDAY,14,TRAIN,DT18,11723,10618
2026-01,WEEKDAY,19,TRAIN,BP2,1753,7895
2026-01,WEEKDAY,16,TRAIN,NE10,17731,18083
2026-01,WEEKDAY,9,TRAIN,EW9,30714,22262
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,NS16,26826,15673
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,CC5,595,726
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT23,1106,1799
2026-01,WEEKDAY,12,TRAIN,PW4,4002,3372
2026-01,WEEKDAY,9,TRAIN,EW33,4691,4506
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1841,2959
2026-01,WEEKDAY,8,TRAIN,CC6,4599,9658
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC24,7230,3807
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,TE22,1855,4371
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,NS18,7550,7814
2026-01,WEEKDAY,0,TRAIN,DT6,37,328
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,SE2,642,23
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,EW10,7075,5799
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,CC12,3468,3662
2026-01,WEEKDAY,15,TRAIN,CC5,3393,3258
2026-01,WEEKDAY,6,TRAIN,PE3,10245,2011
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,DT34,908,2491
2026-01,WEEKDAY,22,TRAIN,BP2,420,3101
2026-01,WEEKDAY,6,TRAIN,NS19,34777,21147
2026-01,WEEKDAY,15,TRAIN,PW2,187,166
2026-01,WEEKDAY,9,TRAIN,EW24/NS1,38032,92860
2026-01,WEEKDAY,6,TRAIN,NE18,13195,3953
2026-01,WEEKDAY,18,TRAIN,TE1,27504,7434
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NE9,87,372
2026-01,WEEKDAY,19,TRAIN,TE5,8137,16138
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,SE2,3994,1788
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS10,393,4113
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,SE5,2012,1314
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,CC26,1465,924
2026-01,WEEKDAY,21,TRAIN,CC11,17130,7699
2026-01,WEEKDAY,13,TRAIN,BP2,2855,2267
2026-01,WEEKDAY,9,TRAIN,DT13,8079,21796
2026-01,WEEKDAY,5,TRAIN,TE13,27,91
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS19,2289,9065
2026-01,WEEKDAY,7,TRAIN,EW19,44683,25398
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,DT20,2073,3558
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT34,1883,1908
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NS10,15427,4289
2026-01,WEEKDAY,21,TRAIN,CC26,2744,3239
2026-01,WEEKDAY,15,TRAIN,NE15,15267,24183
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,EW33,2382,1654
2026-01,WEEKDAY,8,TRAIN,TE28,14293,4345
2026-01,WEEKDAY,0,TRAIN,DT4,2,359
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT13,8595,7333
